aweme_id,comment_count,digg_count,download_count,share_count,duration,comments
7253875433802943771,174,41405,84,410,23219,"['WHERES THE NECKLACE FROM', 'i love your hair smm', 'Omgg luckyy i was supposed to see her the 15 in mtl!!!!', 'i saw u !!!', 'I WAS THERE UGHHHH I WISH I SAW YOU ', 'Sa prettyyyyyy', 'yea I saw your sis do a vid Abt this and her hair omg ', '@Chels OMG SHE WAS THERE TOO??', 'omg where is that gorgeous dress from? ', 'I WISH I SAW U SM', '@lucy  ONG', 'SO SO SO JEAULOUS ABBY !!!!!!', 'UR SO LUCKY', 'I saww her and omg', '@Aimee IT WAS HER WE SAW', 'it took my 4 hours to get back home the bus had over 100 people it was a free for all', 'THIS IS HOW TO DRESS FOR LANA', '@jack.cwstockman the makeup is so me', 'Oh ur bonnie', 'OMG I AM SO MAD I DIDNT SEE U ANYWHERE', 'I SAW UOU', 'I SAW YOU', 'what eyeshadow palette pls x', 'whats the eyeshadow pls??', 'saw you yesterday and my jaw dropped! you guys looked gorgeous', 'Stunning xxx', 'SO LUCKY', 'I WANT TO GOOOO HAVE A NICE DAYYYYY', ""Mascara?? (btw you look gorgeous, I'm so jealous, hope u had fun)"", 'Omg you were there?', 'I wish one day i would see her ', 'Is she touring or something?', 'Whats the eyeshadow I NEED IT', 'OMG I WISH I SAW U ', 'I SAW YOU but i was too scared to say hi', 'U look so pretty', 'OMG YESSS', ""OMG I'M SO EXCTED FOR YOU I KNOW HOW MUCH YOU LOVE HER"", 'ABBY DO YOU LISTEN LANA?!', 'Jasmin bean is going !!! I just looked at the TikTok she made', 'AHHHH', 'OMG YOU aRe so gorgeous', 'OMG IM COMING TOOO', 'QUEEN', 'I JUST KNEW YOU LIKED LANA', 'OMGGG', 'im OBSESSED with ur hair', 'I COULDNT GO ', 'Beautiful', '@madi  going to cry']"
7253137436929281307,1256,121890,62,341,9868,"['1 defff', 'One', '2 obviously', '2 ofc', '2 last onessss', '1!!!', 'SECOND ONE', 'My fav is two', 'deff 1', '2 or 3', 'option 1', 'i dont have pink clothes', '3 PLEASE', 'ONE!! ', '2!!!', '2 for sure', '2 PLSSS', '3!', 'TWO', '2!!!', '3!', '2 FOR SURE', 'idk tbh', 'TWO.', '2 for sure', '2!!!!', 'I love 2 but it is summer time so I think option 1 is very nice', 'Slay option 3', 'ONE PLS!! ITS WHAT BARBIE WOULD HAVE WANTED', '3 looks really good on you', 'Omg thats a tough decision', 'First one', 'def 2', 'I absolutely love number 2 it seems like such a barbie outfit with a hint of Elle woods', '2!', '2', '1 is giving business barbie and i love', 'Option 2 ', 'ONE', '2 but different bag', 'Where did you get the second fit from?', 'the firsttty', '2!!', '2 u look gorgeous', '2 :)', '3 with a pink bow on your ponytail', 'THE 3RD ONE the auits are giving Mean Girls', '3!', 'why is everyone saying 2 please dont! do 3', '2!!!!!']"
7250173374616423707,34,16497,17,70,5867,"['you should use the monster high filter and then recreate what you get', 'could u do a 360 of ur hair?', 'Girl are you left handed?', 'Early', 'Is it just me or i need more monster high stuff', 'Why do you always got one eyebrow up', '', '@SunriseMusic', 'no', 'It allows you to be yourself, and you can meet up and chat with all beautiful hookup women who are open minded on hilly dating or hookups.', 'Woo~ can really 3b dating?@sharonyqueen1', 'First one is right x', 'Woo~ can really 3b dating?@sharonyqueen1']"
7249116085100793114,635,287785,2227,2357,15046,"['First', 'The shirtttt how cute and you look so good', '@Sarah | xxsjcosplayxx @Wutumn we should see what we look like with this type of makeup and if it looks good do a photoshoot ?', 'a side part would complete the emo', '@J bro I wanted to look like her so badjshxhzjs', 'im using your pallette for my year 13 prom tomorrow and ', 'Never been this early lmao', 'girl was that u in billie eilishs post??', 'literally love this', 'So early', ""YOU'RE SO PRETTYY"", 'taylor momsen', '@Veronica SHE LOOK LIKE HALEY WILLIAMS', 'live laugh lavigne', 'U SUIT THIS LOOK', 'Mood', 'Yesss', 'love it!', 'very good', 'OMG THIS SONG', 'I love your hair so luchh', '@sophia  I actually wanna be her ', '@Patrick.what. omg i should do this ', ""YOU'RE BEAUTIFUL AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA"", 'So pretty oml!!', 'girl crush', 'Suits u so much AHHH', 'She cutie?)) @Gloria', 'luv u', 'The halsey shirt, I love', 'GIRL I WANT TO DO THAT HAIRRR UGH YOURE GORGEOUS', 'omg try look like evie from ""thirteen "" !!!!', 'I think this is the longest Ive seen Abby keep the same hairstyle ', 'Ur so pretty omfyduus', 'NGL I KINDA LOOK LIKE HER IRL JUS A LIL BIT THOUGH', 'so fire', 'I still want to look like this...', 'It gives @Taylor Momsen vibes', 'do heiley williams', 'MY FAVEEEE u should perform this song ', 'Where did you get your eye shadow palette from??:))', 'you look like Eve from Thirteen', 'taylor momsen??', 'Nah bro this is hayley paramore 2.0', 'it suits u', 'I love this makeup style', 'you look like haley williamsss', 'yes abby', 'That pallet is beautiful', 'the halsey Lilith merch!!!']"
7246846705772088603,57,23468,20,48,6176,"['early!!', 'Hiiii', 'Murph is the cutest thing everrrrr', 'BEST MOM', 'hair atee', 'Lovelyy', 'OMIGAWD imagine having that', 'First', 'She is shes had this hair ages', 'only like month+', '@Vesta omg', 'eles crescem mt rpido ', 'hes a jack russell !', 'I just love him so much ', 'Cute', '@Ariana', 'no', 'Oh', 'I would love to baby sit for you', 'Omg ', 'No I was ', 'Sausage dogs ', 'Murf', 'IM SO JEALOUS', 'your hair is dead', 'Phew the hair damage', 'Id diiie for the puppy belly ', 'Your Make-Up', ""nah that's a jack russel"", 'So', '@BotCatcher', 'pelo menos to loira']"
7246834286383418651,44,24742,42,78,7940,"['That was SMOOTH', 'We all looking ', 'Abby are you gonna be doing Halloween content because thats all Im waiting for', 'Im looking ', 'Gorgeous queen', 'Trust im looking', 'ur hair looks so nice in this', 'Does she respond?', '1st', 'literally so gorgeous', 'meow', 'first:3', 'stop omg your hair looks so good ', 'Slay', 'my god ur so cool', 'Old you>>>', 'DAYYMMM MM', 'SLAY', 'elvira inverted', 'Can you show where the back/brow stripes are?', 'Ur hair  rip']"
7246522264735255834,786,478725,914,1085,8289,"['the billie merch was it tho', '(', 'Bur I loveed her', 'Been following since 2020 ', 'abbyrartistry', 'You have come along way and Im happy I was part of the journey love you Abby', 'I miss this abby', 'I RMEEMBER THAT', 'the abby i followed', 'no but why', 'REMEMBER THE PURPLE HAIR PHASE', 'I remember the makeup videos I was so obsessed', 'The abby i started following but missed u ', 'gurl the hair omg', 'I loved watching your old videos ', 'Wait I remember you,I always used to watch your videos and I loved the make-ups youve maded.', 'omg its already been that long I feel old ', 'yasss', 'been following you since the beginning ', '@emma thos wbu u sbldnt bleach ur hair ', 'The Abby that I started following', 'damn i didnt recognise you when i was younger i swear i followed you on your account abbys artistry or something', ""THAT'S YOU????"", 'changed so much omg', 'the billie top ', 'abbyartistry', 'Lana del rey into billie eilish', 'OMG I THOUGHT IT WAS AN EDIT OF A GIRL BURYING SOMEONE ALIVE ', 'BILLIE', 'U look sm like lady gaga (compliment)', ""that's the Abby I knew"", 'W fifa song', 'omg no way ', 'I remember her', 'the fly aways', 'Wow, i remember you now.', 'I REMEMBER WHEN YOU HAD LIKE 600k', 'Ur hair..', '2018 me loved abbyartistry', 'woah', ""I didn't recognize you the first"", 'u kinda look like Lana del Rey in ur second photo', 'i love her tho :(', 'damn ive been following you for so long', '2020', 'OH MY GOD MY SWEETIE POOKIE PIE I USED TO LOVE YOU AND STILL DO', 'i remember that you with yungblud', 'I remember her', 'awww', 'I thought my hair was bad aha']"
7245334721184501019,57,6100,13,53,13676,"['YOU WERE AMAZINGGGGGG', 'You were AMAZING', 'Abby come to Saudi Arabia Riyadh season in October more people know u in Saudi plz I have flew 2 airplanes to get to u', 'HAVE YOU NOTICED', 'I wish i was there ', 'Love from Bahrain ', 'I was there and you ROCKED ', 'Slayyyyyyyyyyyyy you weree amaziinggggggg', 'You were amazingggg i was there!!', 'SLAYYY', 'ABBY YOU WERE AMAZING ', 'Omg it was the literally the best show Ive ever seen I was jumping with my mate the whole time', 'TUNEEEEEEEEEEE', 'You are amazing!!!!!! ', ' Easyy ', 'so wish i looked like u ', 'my dream', 'Abby , what is ur natural hair colour? Just wondering ', 'ur winning at life abby', 'First', 'Ate', 'mskeena halsey', 'Brown', 'Slayyed!!!!', 'i was wishing that you would play video girl and you did!! i was screaming', 'we saw uuuu', 'YOU WERE SO GOOODDDD I WAS THEREEE', '', 'Obsessedddddxc', '', 'How did u like bahrain?', 'YOU WERE AMAZING!!!!', 'you >>>>halsey', 'my girlfriend said u were good x', 'Ily', 'Targaryens', 'No ']"
7244894926264208667,71,36482,17,124,12079,"['excuse me arent u supposed to be in bahrain wdym harry styles', 'ARENT U SUPPOSED TO BE IN BAHRAIN', 'HI ABBY I ABSOLUTELY LOVEEEE YOU PALLETE! USE IT EVERYDAY A LITERAL QUEEN ', '@mia abby was thereeeeeee', 'and you guys matchedddddd ', 'YES OUTFIT', 'CHARLOTTE!!!!!', '@ @melie @eden she was thereeeee', 'I WAS THERE TOO!!', 'Slay', 'OMG ST. LOUIS 2021 FIT', '@c SHE WAS THERE WHRN I WAS', 'The outfits are slaying', 'He was so good', 'lorax fr', 'WAIT YOU WERE THERE YESTERDAY?', 'Thats what I was thinking', '', 'i was there too!!!', 'Yesss', 'omg so many people i know where there', '@allydollina come si permette a non invitarti', 'q linda', '', '2nd', 'Omg im going next week', '@Amy', '@suzi :)', '@faith ', '', '@im a mirrorball ', '', 'Yall are so boygenius', 'Arent u supposed to be in bahrain?', 'ah. a harry styles fan. that explains it all. esp with the incredibly unfunny audio.', 'Hot lorax', 'UR COMING TO BAHRAIN TO PERFORM SEE U TMWR', 'Love you ', 'OMG', 'OMG', 'sideboob', 'Its giving Elton John', 'beans', 'BEANS ', 'Beans ', 'Its giving Elton John', 'JEALOUS', 'BEANS', 'him appearing on beans has me howling', 'beans']"
7243864325973216538,26,15620,12,52,11867,"['Ur beautiful u never look bad', 'Come to Saudi Arabia Riyadh season', 'Lol', 'Harder work than a baby Abs xxx', '@Paddy thats you']"
7243459322993249562,67,32421,56,56,11911,"['abby youre an icon', 'MOTHER?', 'So Lana del rey vinyl', 'Mother effect', 'I would have been first but my Wi-Fi wasnt workingggg I love your music !!xx', 'GORGEOUS XXX', 'so beautiful ', 'r.i.p. honeymoon', 'iconic move ngl', 'you have always been so lana del rey vinyl poster cover', 'Please do serve me lemonade', 'zamnnn gurlll', 'I love youuu', 'prettiest girl ever', 'first ^^', '', '@ Elle fait trop penser  toi', '', 'damn', 'period', 'oh mu', 'Its crazy that she went to our school tho ', 'Oh hii bestie <33', '', 'que mulher, QUE MULHER!!!', 'Preciosaaaa', 'honestly', 'Ur giving off Billie vibes in the first video', 'Your so lana honestly ', 'Seriously. Honeymoon is not alive and breathing. Im not even sure Im breathing at this point.', 'Abby is in her edit era ', 'Waiting for a first post on Oceanblvd', 'Your so pretty ', '', '@nana2614', '', '@Bea.s.2008', '@F a y e ', 'Okay but abby >>>>> ', 'SHE HAS A NEW ACC CALLED oceanblvd', 'your so Lana coded Abby its unreal', 'do u still think that Addison ray is perfect?', '@. @b THIS WAS THE BABY PIC THAT LOOKS LIKE ALCHOHOLIC BUT THERES AN EVEN BETTER ONE SHE POSTED ONCE OML IT LOOKS SM LIKE HIM', 'Youre so Lana del ray vinyl', 'Cheese', 'Lana core', 'send me snaps and vids of u then']"
7243411721111571739,27,5227,2,13,12813,"['No', 'pink champagne!', 'te amo con cada parte de mi corazn ', 'First! I love u!!!!!!', '', 'video girl>>>']"
7240869725155118362,47,29040,31,98,13567,"['I love him', 'so cute but pls trim his lil nails !!', 'Do u like my pfp ', 'HE IS SO PRETTY ', 'Omg Murphy is sutch a adorable name', 'O.M.G', 'Awwwww', 'Get it tattooed!!!!', 'That song is from Toy Story', 'SO CUTE ', 'MURPH PRINTTT', 'AWWWW <3', 'Omg his little chubby foot ', 'He is so cute ', '', 'Such*', 'whats his name? ', 'Oh', 'OMGGG HES SO CUTEE', 'What is that for a dog breed', 'I touched him today']"
7240856694673231131,29,14864,22,38,8434,"['Fr fr', 'why are you eyebrows brown then', 'Your roots say otherwise after a few months xx']"
7240104190809214235,88,11216,24,79,18320,"['Which one would you recommend most?', 'Both this it said light weight but it stays so sticky and heavy and then the price', 'Oml WHAT mascara do u use??', 'got this stuff it is ok but not just before make up as it little greasy', 'Billie eilish??', 'the way u put it on ur finger was sooo satisfying', 'your so much prettier without makeup!!!', 'Abby I just went in your shop in Cardiff its fab xx', ""to be fair you're gorgeous natural"", ""don't scrunch your face at me"", ""Don't even need make up natural beauty"", '   ,    .', 'Anybody else watching this Cerave advert from inside a submarine?', 'honestly thought you was Haylie Williams at first glance', 'what foundation/ conclear do u use?', 'Hiiii', 'after this vid you will see another ad 6 scrolls down', 'Hello girl', 'Earlyy', '@Louise  this is what one I want !!!!', '', '@A', 'No', ""let's not."", 'Good girl, some nice moisture and less makeup ', 'Question what is that you have around your head out of curiosity?', 'Griffith', 'what are you scrunching your face at?', '@Your mum SHE SOUNDS LIKE PURPLE ', 'Laura Les Lookalike', 'Dont care', 'Griffith', 'i thought she said quick moaning', '@taylan looked sm like Griffith', 'Who asked?', 'Cerave tests on animals', 'Griffith?']"
7240079271622937883,30,28614,10,39,11214,"['hieeeee', 'Oat milk for life ', 'ABS FIRST LOVE YOU ', '', 'I feel ATTACKED', 'drinking one right now word up', 'Social Anxiety ', 'achei que ia comear baddie do Vk Mac']"
7239042117815864602,206,58341,35,314,40379,"['I have a JR cross called Murphy, he gets Murph and Smurph for short ', 'HI MURFFFF so stinkin cute', 'HI MURF', 'My jack russell is 12 and seriously hasnt lost any energy since we got her 11 years ago', 'Awwww so cute', 'Hiw much will he grow?', 'Hiii murffffff', 'I have a jack russel too, he is sooo cute ', 'Aw he is so cute xx', 'Hes so cute ', 'Hey Murf! I got a jack Russell when I moved out the most personality Ive ever gotten out of a dog. They keep you moving too.', 'soo cutie', 'Hi murf', 'my 16 year old jack russell passed away last year. best dog ive ever met. miss him forever. excited to see you and murfs journey', 'i have two jack russells and i love them so much. have fun with yours.', 'i saw u and ur sister at beyonc yesterday omg', 'jack russel', 'He is perfect oh my goodness! My jack is curled up with me as I watch this! Theyre the best!', ""Mine is like a Jack Russell mixed with a border collie. She's so cute and yours too "", 'Hi murf I have 2 jack Russells', 'Ive got a hack Russel who is 4. Shes beautiful and has the most amazing temperament ', 'Hii murf', 'Hiii murf!!!', 'Jacks are the best and always have so much personality, i have two and Its just fun everyday', 'Hiiiiii', 'Aww ', 'Aww hes so cute bless him', 'murphy best dog name', 'omg our dogs have the same name! we call him murflea as a pet name though lol', 'hi murf.', 'I LOVE HIM', 'AHHHHH SO CUTEEEE HI MURF', 'HI MURF ', 'I LOVE DOGS', 'hi murf!', 'He is so precious ', 'Are you still friend with bei', 'Abby Im going to need more Murf content please', 'Awwwww', 'My old dog was called Murphy ', 'I loovee jack russells ', '@ellie pearce just like baby Larry', 'omg  i had a little jackie growing up she was the best x', 'My Jack Russell is the actual love of my life <333', 'Hello Murf my last name is murphy  I also have a jack x chi there so loving ', 'Hi', 'hi murf', 'ABBY X MORPHE IS ELITLE', 'I met a jack russell the other day who was 19!']"
7238603248960064795,27,3822,3,18,10700,"['FIRST', 'HAVE A GOOD DAY', 'INHAKER', 'so jealous', 'ETHELLLL', 'The racist 75 no way so lucky', 'inhaler !!!!!!']"
7235324626648255770,398,271073,261,7127,9984,"['why dont you post anymore', '@deloris721 great family', '@Skye <3 pov us', '@star_bx7 us one day', '@Lisa me if we live together', '@Olivia x Im gonna be the one in the Spider-Man costume', '@spam lol us in the future', '@user4726301651400 would be us', '@ gon be us', '@Rayyyy AHAHA this would happen', '@l u c i e m c l please can we live together', '@;) i wish', '@leahdunville this would be me and you', '@Natalee Spamzzz gonna be us', '@kyan so gna be us', '@Lisa us coded', '@ will be us', '@. if we ever live together x', '@Austrian_painter us', '@Katie :) us in a few years', '@Lillie- eve shaw x this gonna be us xx', '@Signe Sperling just like us fr', '@futuristic teatray this will one day be us', '@Loretta <3 will be us', 'HIII!!', '@cass gonna be us', 'OMG RWMEBER ME I WAS YOUR 3RD COMMENT', 'both', 'i can kinda hear it but no', '@ithinkashiscool us in the future', 'THE BEGINNING DOES HELP', 'me + u future', 'This will be us ', 'Not At all like not even close', 'yes', '@ggiornivuotii noi in futuro ad empoli solo che tu sei vestita da Piccolo o da Auto rosa', '@em noi??', 'BAHAHA YES', 'i know.', 'i will never get rid of that suit', '', 'HAHA LITERALLY ME', 'YES', '@asia NOIIIIIII', 'Real', '', '@t gonna be us in the future frfr', '(we switch being spiderman)', 'Omg this is gonna be me and you fr', '@Jax us']"
