,aweme_id,comment_count,digg_count,download_count,share_count,duration,comments
10,7245367885072387374,15238,5715929,132595,103651,29210,"['Well its my turn pops', 'Well its my turn pops has me dead every time', 'WELL ITS MY TURN POPS', '2015 s the nicest', 'Ate and left no crumbs', 'he voice makes it so much better love it', 'nice', 'Not @Markell Washington', '""...Well it\'s my turn Pops"" \nIt your turn Girl... Go Girl!!! .. Kill that beat', 'The drop after the  well ig my turn pops  is crazy hard']"
11,7252998519559343406,890,435827,7611,5474,396834,"['in Indonesia, there are already 999999 parts', 'still have alot of work', 'I regret selling it for 5 million', 'Me watching this: \nmy bike who is waiting for me to restore it:', ""Well, the color of the car is sanded clear so it's cracked"", 'neighbor: this is a new motorbike', 'if it were me, maybe I had forgotten the circuit', ""@ don't ask if I'm missing, I'm watching this"", 'What is the liquid and substance put inside the tank to remove the rust?', 'awesome']"
12,7248300636498890011,60303,7155276,31667,283076,48584,"['you have potential you will be better then gordon ramsay some day', 'He kind of looks like Gordon Ramsay', 'Gordon Ramsay should hire you', 'He also thinks gordon ramsay', 'bro thinks hes Gordon Ramsay', 'He also thinks Gordon Ramsay', 'Bros acting like hes Gordon Ramsay', 'never once did I expect Gordon Ramsay to use a Justin Bieber audio', 'Maybe one day Gordon Ramsay might duet you', 'we might be witnessing the next Gordon Ramsay right here folks!!']"
13,7249302522802834731,14380,3227484,104244,99719,6200,"['My husband told me this last week. It takes time but Im managing this new way of stopping the car', 'jv keep depressing the clutch first squarely', 'dj dj kestu crazy in socks', 'yes and then you just have to do it a micro second too late and you stall', 'in socks: NEVERS !!!!!', 'You have to put on shoes dj', ""No thanks ..\nI stay as usual clutch then brakes. it's like 99.99% have Passed the permit."", 'Even less without shoes', ""IMPOSSIBLE to get used to the right way to do it's the clutch that toasts first here"", ""It's the same thing""]"
14,7242634777709284654,23112,5756380,276509,538278,12134,"['cute', 'love\nq', 'cute', 'hehehe', 'nice', 'I love cats', 'Holy moly', '@Stephanie Campbell lol', 'wow']"
15,7243234313767013658,1721,565079,6830,16789,9078,"['I miss new york', 'my dream home', 'I know this will be awesome', 'Favvv place', 'love New York', 'Im going this weekend', 'i miss nyc', 'Astounding', 'I wanna live there so baddd', 'One day']"
16,7244884367116487963,62589,7605922,269734,309753,7313,"['Im sorry but to me this looks like a transfer thats going to fail', 'giving him number 5 is outrageous', 'Mbappe Bellingham vini in the same team', 'Love', 'RONALDO NEED TO COME BACK', 'could of came to spurs', 'People comparing him to zidane after like 4 years of being known is criminally insane', 'in 2 days there are all the girls who will buy the jersey', 'The jersey it is Uncriyable', 'Le number 5 du king Zidane']"
17,7247619902213754158,49722,7155496,42020,77873,57910,"['but wesh tt suits him c a madness', 'The blatant thing is that everything looks great on her.', ""Everything suits him, it's abuse"", 'You just feel everything', ""That's it you realize that when you have a beautiful head, cutting them won't change anything"", ""everything suits him it's a madness"", 'We talk about it that everything is fine with him', 'we talk about her that she is beautiful even with every hairstyle', 'all haircuts suit him lol', 'after she is super beautiful so necessarily']"
18,7240917037894225195,9372,4161863,9744,31366,64367,"['Bro called me broke in ice language', 'can i get some ice. sorry i only got coffee and glitter unicorn rn', 'Guys, I think she likes ice', 'Friend : can i have some ice?\n:Sure,whats flavour?', ""don't u think that's too much chia seeds for each ice cubes?.."", 'i love ice', 'Ice', 'bro do you have ice cubes? yeah, I got coffee, unicorns, seeds, strawberrys, my soul. Whatd you like?', 'HOW DO YOU FINISH ALL THEM ICE TRAYS IN THE FIRST PLACE', ""@Laurencia Lah'kay heaven""]"
19,7246766412339875099,9377,4385810,16076,284708,198740,"['I saw until the end even though I had curly hair above my neck', 'if i do this my hair does n', 'pov: you watched the entire thing and your hair isnt even straight', 'If I do this, the hair will give a n..', 'Her hair is so silky Wthh', 'Step 1: have amazing natural hair', 'Thats not hair thats WATER', 'but the reason why i use a clip is because i dont want to use a rubber band', 'different hair different results', 'What a beautiful hair I love it']"
20,7231999592735313194,11887,1562536,2110,225941,5734,"['No way', ""I'm dead"", '@maryuh13122000 xD', 'so true', ""I. don't. know..."", 'HELPP', 'so true lol', 'for real', 'How cute', 'Meow']"
21,7247830360027958530,12318,883097,16186,50343,17346,"['@nik WHAT', 'With', '@talea was???!!!!!', '@lilo omgomg', 'finally', '@victoria WHAT WHEN WHERE', 'Im still at ""SHE IS JUST A FRIEND""', 'Yet for them in the show it was 9 months', '8 years ...', '@L :) WHAT?']"
22,7240533925506911531,11224,939010,10584,5654,11909,"['BRO HOW MANY GIRLS YOU GOTT 10000', 'the guy looks like my cousin', 'Who else Thought it was Bailey. just me....', 'baily', 'it is  my spolid sister', 'Def @Princess Amelia', 'Nevada', 'ELLA GURLLLL', 'look at her face at the end it ellaa', 'Its Nevada bc if you search nevadas name then he did the same to her']"
23,7251779614970858798,9639,1534607,2679,11304,27400,"['Plsss someone remind me!!', 'Please update me', 'LET ME SEE THE BABY COW PLEASEE', 'Part 2 please', 'remind.', 'Remind me please', 'THG ME WHEN THE BABY COW COMESS', ""can only imagine how smelly that's going to be"", 'People are doing too much like a cow in the house be fr', ""doesn't the stool stink?""]"
24,7252735661575277866,283,66401,18681,2238,7755,"['I want one jor\n..or I wanna be one of your agent', 'Hey sir give me one', 'I want one', 'I need one also', 'Samsung in any day...', 'I have 1.5m', 'SAMSUNG THE WHOLE WORLD NO SIZE', 'what is the cost price???', 'pls i need one', 'what is the price in Nigerian currency  please']"
25,7251415828401229098,453,143252,15727,4847,5920,"['no', 'juice', 'I LAUGHED SOOO HARD I WAS EATING', 'he was holding it for the right time', 'Wow, this', 'bro got revenge', 'juice', 'respect', 'you make my day', '@Inosuke aha xD']"
26,7254157727717461290,120,47486,2205,890,5898,"['Come', 'good thinking', 'Wow', 'i want one', 'omg', 'he is very smart', 'big brain', 'little if tilin', ""I don't eat 1 day if I eat that ice cream"", 'if i made my own ice cream lol']"
27,7250160388052995355,965,467961,31223,28544,55634,"['last', 'this', 'Wow', 'The last one he did a side eyes', 'Soooo cute', 'this is great', 'The last one he said to himself: this smell is strange', 'the last one', '@<3 jpp', 'aww that poor cat whose paw was being eaten']"
28,7253150283117645098,2955,821499,47297,63813,157337,"['that looks crazy', 'doing mine with Vodka. 1 cup of water maybe 2 cups of alcohol maybe all alcohol lol .poolside', 'I did like the...the.. the fruits', 'You should have added some grape or cherry  Jell-O!', ""it's needed vodka inside"", 'why will i go through that stress just to eat my fruits', 'Grande idea great idea', 'did u have to use 5 glasses..just to pour all in one bowl?', 'Come on out *pitch voice* that sounds so funny ur voice', 'Just put the fruit in directly why use 16 other little bowls.']"
29,7227830138031983914,20150,4055647,28566,211761,91184,"['pls do 20 kids bedroom design', 'That room is the size of the apartment where I live where I put the dining room', 'Carais until the room doubles in size', 'why do they always enter the walls, why', ""How do I make them stay 8 years old for about 10 years so they don't grow?"", ""Good idea if you want to divide your room into two floors but at the beginning it was a normal room then it was twice as high, it doesn't work"", 'and how are they going to open the window that did not change', 'I feel like this one would actually be cool lmao', 'What size area would this room design be ideal for?', 'I if you saw money:']"
30,7237661488364670251,7195,2619617,30740,93073,12434,"['Q teacher', 'THE ONE PIECE IS REAL', 'impossible....', 'How can I join', 'bro i have to go there', ""gol d Roger's treasure"", '@Lure :0', 'i would i to join this class', 'If youre one piece guy, you gasp like me', '@dememer is next years plot twist bro']"
31,7250223701973749038,7209,753139,3376,51576,5711,"[""That's my birthday year and month"", 'Broo no cause FR', 'Thats birthday', 'Or 1999', 'finding that 2013 casserole', 'My mom find something it was expired in like 2018 and it was 2022', 'my grandparents had a ketchup bottle that expired may of 2010', 'They just want to save it for u', 'this is so real.', 'Its fine, Its sealed']"
32,7237909413707795755,1835,148407,434,1027,9589,"['super cool video', 'HI', 'Hello', 'Hello', 'super cool video', 'I thought u were talking about this sawyer @sawyer', 'super cool video', 'HI', 'Hello', 'Name 3 nirvana songs']"
33,7254901954122632494,146,12205,0,82,89698,"['Fantastic movie, very underrated', 'The Muppets take Manhattan - killer movie.', 'Now that is what absolute trust looks like', 'Killer Tomatoes, great movie', 'Das Hunt for U571... One of my favs', 'Power Rangers the movie!! Love it!!', 'hunter killer is the name of this movie', ""wow! all these movie names I've forgotten. I'm going to rewatch all of them."", 'Awesome special effects', 'very good movie']"
34,7242627495357517102,6257,1259254,171097,40601,5167,"['when i press the brake 1st. i can feel the buk buk buk', 'water', 'Clutch first on emergency braking so that you do not lose control of the m/vehicle', ""if you're new that may be the right way to do it"", 'Chair', 'Depends if we are rolling or coming to a complete stop', '2', '555', ""when I'm stopping I just throw it into neutral"", 'Got a little distracted with those dr eggman shoes']"
35,7239400521965079851,3830,361347,4029,24252,16044,"['Giants causeway in in northern ireland', 'NIALL HORANS HOMEEEE', 'i live in Ireland !!', 'The square', 'Nice\nThank you for your sharing\nThank you\nreally great\nvery good\ngood video\ngood information', 'When I went to Ireland it looked nothing like this', 'What about darndale', '@sydney  i knew before i even watched the first clip this was gonna be good', 'Giants causway is actually in nothern Ireland', 'Hello']"
36,7253323710235430187,280,108112,13806,2872,5900,"[""that's really cool"", 'm k ph t ph', 'va', 'harry maguire goalkeaper', 'Anytime I hear this song', ""you don't know"", 'The best keeper', ""I'm sorry in the game"", 'i just love the goalkeeper', 'Ht with']"
37,7251259012216343850,1061,150381,23672,13783,5736,"['Tough love', 'He made amind', '@hazelnutpuff.86 jill Vs tomat', 'DAMN.', 'Im the same as the sister though', 'She is like my sister', 'RESPECT', 'She will a better mom', 'me and brother', 'Tough love']"
38,7228437349640899886,5040,1108836,7512,28560,11234,"['The dog said B help', 'WOW this cool', 'So clever', 'that white button is a top priority', 'So smart husky help wow I like it', 'The first one was personal', ""she's so smart"", 'Lil shine', 'Sapphie: lets kick this emergency off with B!', 'The first one got me']"
39,7227509177155898667,8130,1610618,126254,55471,5898,"[""bro run's better than naruto"", 'She tried to go Sonic mode', '@ DUUU LEZTNU BECAUSE OF VANESSA HAHAHAHAHHAHA', 'drink less', 'extra style points for keeping your balance for that long', 'i feel u', 'sametime life not unfair', 'sheesh hahaha', 'zilong', '@ashanel song tan t .']"
40,7251738641641327914,2033,303205,5,732,9287,"['Oh they arent?', 'they said they were going to live in Maui but they only live their for like half the year then the other half they live in castle house', ""everyone's just here"", 'I like that in the Castle house people usually have shoes but you said no to having shoes in your house', 'Just watched the vid', 'SHE IS BUYING THE HOUSE!!!!!!', 'so happy why', 'The guy is so zesty', 'good thing', 'All the Nike socks']"
41,7236318784745704750,1978,381399,70586,7499,10234,"['yeah y not', 'yes', 'What article do you recommend?', 'How to buy second 1?', 'how can i get it please', 'can ihave the 3rd one', 'how des the second one work????', 'what kinda damage r u supposed to do with the ring', 'I need one, how can I find it? I need a ring', 'Wats one?']"
42,7247543631085866286,43827,7989789,118251,1264429,5234,"['Why is the search submarine found', '@amanda bro did not land on his feet', 'The way he rolled down', 'Cat got 8 lives left', 'wouldve been a bad accident', '@Audrime falling on new years', 'This reminds me of the WII bowling meme of the dog spinning.', 'all 9 lives flashed before its eyes', 'his little feet thought he was still running', '@ THE CATTT']"
43,7225623975924108586,7576,647717,234164,146766,35711,"['in you see paradis thes is nathing sorry world', 'l love nature .', 'PRECIOUS', 'beautiful', 'Nice of natural', 'amazing thank you', 'nice', 'Kansas City', 'beautiful', 'beautiful']"
44,7226516282848398635,2679,472693,52325,33873,13885,"['Me luva luva', 'beautiful', 'Damn', 'wow', '#TeamNoSimping', 'It was quick but I did it', 'Gorgeous', 'Rock it', 'New follower', 'nice']"
45,7237289642515631402,28656,2181870,296019,574152,19343,"['good striking', 'sad duck', 'So cute', 'my', 'Knock', 'Attack speed 99% Damage 1%', 'great', ""I'm crying"", 'lol', 'like it']"
46,7222044868128820522,27075,7114303,158978,49167,45734,"['super good', 'super', 'Lovely', 'Very nice!!', 'the kid', 'so cool', 'wow', 'perfect', 'Very good', 'Dam']"
47,7246782708813188395,568,187109,32965,13550,5934,"['Legend says they got straight As', ""@S U L D A A N I'm not sure"", 'we find the solution', '@alexis_alex_ii matric endezih kalhone ayitalefim', 'Danger', 'legends', '@ me and my friend', 'me and my brothers', '@~ ake amen', '@Serlito. haha tips']"
48,7236431797872037163,12032,2443239,30209,73285,13094,"['bro', 'He catch him', 'I respect', 'respect', 'Good Brother', 'Good kid', 'W manz. When he grow up he will be a W manz', 'good sibling', 'respect cute', 'Awww such a good brother  wish my son was like this to his litte sister']"
49,7231913938093427994,131823,5681863,126544,596110,44372,"['wawww things break when you use force to break them', 'bro is super billionare', 'bro gonna get banned from Lamborghini', 'Can you say: loosen all screws and brackets', 'painful to watch', ""It's basically an Audi with a different set of clothes"", 'Ford', 'wait until nokia create a car', 'Bro got that Lamborghini off wish', 'how does bro get his hands on these cars']"
50,7226105313471089966,2705,703394,10988,4227,8800,"['everyone:[wicked]', '[wicked]', 'my honest reaction', 'It was so he doesnt put her money on his card', '[wicked]', '[wickedness]', '[wicked]', '[wicked]', '[wicked]', '[wicked]']"
51,7242627747544337710,4850,456957,25192,34753,5700,"['Nope first is Gas then hand brake', 'please clutch brake', 'before you come to a complete stop, hit the clutch gear and neutral and slowly hit the brakes', 'Clutch, neutral and brake alone', 'emergency time ,no time for clause', 'Wrong 1-clutch 2- neutral and 3-stop pedal', 'Yall know u can break first it doesnt matter as long as you dont stop', 'Clutch- Neutral- Brake', 'I guess I instinctively do whatever the situation calls for', 'Thats using the motor to help']"
52,7249018933230030123,17881,4204780,255075,110042,60094,"['""You may not rest now, there are monsters nearby""', 'Have you heard of a 1x2 hole in the ground?', 'My PlayStation is hacked and I see herobrine in my Minecraft', '4/10 or 5', 'You could also make a storage are below the actual house aswell', ""is anyone else happy that quick minecraft build videos don't have bones playing as the only song"", 'dude made roblox styled house in Minecraft', ""I'd use the bottom for storage"", 'Starter house but I wouldnt be able to build it after I finish game', ""that's not starter house, that's the normal house""]"
53,7228763137481133354,1287,20065,1836,742,11834,"['Im sorry', 'nice', 'All so top to', 'Hi yoy', 'beauty', 'He', 'I dont think we have to do it anymore', 'Soooo funny', 'today you are the most beautiful', 'The only way']"
54,7253682532770794795,167,55384,7533,2625,6270,"['waheguruji', 'yeh indian Punjab ha??', 'May god bless the people', 'This is so sad when stock destruction works like this people dont even get a chance. God bless them all man. Amen.', 'waheguru waheguru', 'where it happened??', 'GOD BLESS EVERY ONE', 'agree with the caption', 'Omg USA', 'waheguru g']"
55,7239805432259349806,9940,2144018,29690,101884,5734,"['im telling my kids this was big time rush', 'i love the beatles', '@martart008 @Andrea i need bro', '@C Bacon i have an idea', '@b this is such a jumpscare', '@crybaby @:) @ mi casa', 'piso4', 'cmo q no eran 3 karl?', 'Bro is living everyones dream', 'i had to do a double take what']"
56,7233764074016984366,6485,828443,37362,120113,5967,"['@2', ""It\'s like this"", 'my brother is also afraid of those things', 'hi t hi t ri', 'y l have s nht', 'what you! I\'m afraid it will touch the fly', 'Ting ht th tht bar  (th th th th th th th t t h e s o r e s t e t e s)']"
57,7245283924727876907,8633,2155392,5447,12619,56500,"['I know russian', 'Omg she is so pretty', 'do poland', 'people offended by the road sign', 'AYY SHE SAID SQUEEGE', 'I speak Russian tooooo', 'Balkan stop sign', 'Bad time to make this tbh', 'more russia and english video please', 'There so cute together']"
58,7246223792480062766,3964,982696,7054,9795,124249,"['I.think he should leave her', 'Dude was not understanding the assignment and was too nice! She needs to go', 'Stop he was so kind', 'I hope he finds better', 'She didnt gotta do the mans like that', 'Tortas wilding', 'these are my favorite videos but its harsh sometimes', 'Nah thats crazy this men to nice', 'ooo', 'kno']"
59,7247667412022086955,39,8302,15841,1382,7083,"[""it's dangerous oh"", '9i', 'Health', ""it wasn't easier to have yelled at the girl to disappear since at the very end after the kick she teleports.""]"
60,7252770377724595498,7608,1980703,270639,360173,32134,"[""I don't know what language it is but I understood a lot. I am Polish"", 'wow', 'Yes', 'Same', '@Tamzin Buck I want this', 'nice', 'MY FAVORITE']"
61,7250874275887090990,7620,1175114,136166,45459,60047,"['9/10', '10000', 'Yes', 'what resource pack do you use?', '8/10', 'Cool', '10/10', '@RosMexican99 look!', 'I love it', 'can you do a mansin ?']"
62,7226677141696531755,25991,3253243,199225,224143,10912,"['Hes so cute', 'Great!', 'Cute', 'AWW', '@Daniel bunny', 'this', 'So cute', 'LOVE IT', 'your so cute', 'LOVE,']"
63,7241196673836404014,393,73615,39097,9602,5665,"['Hello', '95']"
64,7243682431214341422,8376,2194387,302681,47206,5875,"['Add', 'the goat', 'wow wow', 'blue', 'Goat', 'yes', 'I dont get it', 'related', 'watch till the end', 'messi vision']"
65,7232659654910823726,2369,425773,17308,4926,16021,"['Respect!', 'im crying', 'good evening', 'Ciara', 'wow', 'he is perfect security', 'oh my gosh', 'bruh', 'Total respect', 'the police man is respecting i can,t ...........so,,go,.........od']"
66,7239385719511289130,34902,5542683,404465,350549,7367,"['so cute', 'so cute', 'so cute', 'So cute', 'very cute', 'cute', 'so cute', 'SO CUTE', 'So cute', 'so cute....']"
67,7233542107393314090,59,6185,24,56,10428,"['naaaawww', 'it', 'bhaddie', 'js like the amount of likes u get on ur videos for playin a game . gtf', 'brb buying all those clothes', 'wild', 'she looks so good but theres some UPS AND DOWNS in life']"
68,7236894142800973099,599,183235,18197,9414,5900,"['Eyeball', '13.3m', 'Sergio Ramos is now Goalkeeper', 'Rootbeer']"
69,7249462181366877446,8715,1135210,18017,113400,24934,"['The pfp always be catching me out', 'U USED TO CALL ME ON MY NOKIA', 'How about the song do better by cuco', 'the pfp', 'couse this song is amazing', 'what typa cat is this i want one', '@. . . . when we meet and if we live together we are getting a cat and you cant change that', 'Soo cute just started following', 'I see u rocking the cat lol', 'I put the new forgis on the jeep']"
70,7229033531551403306,1428,422057,45233,15763,5934,"['maybe he was coming to check the shape of the hair style', 'bro is in Pains', 'The beginning is the end.', 'foloving fliz', 'hair', 'where is hair', 'gamers looking for a GTA barber in real life']"
71,7244971130509888810,3198,1875133,20475,12563,13095,"['Hi', 'wow', 'best', 'wooow', 'Water', 'incredible', 'This', 'perfect', 'easy', 'Amazing']"
72,7248214988542922030,409,257928,117792,26795,19067,"['hits you in the eye', '67 thousands favorites and counting lmao', 'Fruit and balloon I can see that but there aint no way its going into a metal door good try', 'ahhh you shouldnt have shared how to make this', 'On A', 'Wow I cant wait to impress my friend thanks i never had made this by my self', 'really...in a metal door..lol', 'That the laws of physics', 'I doo ia soo cool but i trow antil my dad angray', 'i just lost one paper']"
73,7250422952485784874,1473,156232,11034,10553,5900,"['From aa', 'This breaks my heart', 'nooo', 'Dj it fake run away as soon as possible', 'The kid even laughed', 'Bro it almost look like the little bit', 'me when my mother tells me to bring something', 'Rich to poor', 'funny', '@tyroneomarjamal nah']"
74,7240953260457119018,5046,735623,9999,74912,5200,"['Lol', 'nice', 'hey', 'HI', 'Cat', 'the music', 'apple', 'meow.', 'Pizza', 'Hello']"
75,7243773577290632494,4166,610653,55955,35983,5874,"['the struggle is real.', 'Shes acting just like me', '@mss___diaz Tartib yqei', '@ what going on', 'Me in the gym', 'Vietnamese people believe', '@L I Y A  strees membe', 'and I eat it', 'the water:-', 'Relate']"
76,7240152355264630062,6241,4116204,1024001,137551,14167,"['what the hell', 'I save like this is going to be useful to me', 'Frrot ties his shoelaces politely', 'tutorial?', 'what if I shat on the shoes', 'I like this', 'Interesting', 'ASMR', 'You need longer laces because now you cant tie them', 'formidable']"
77,7224475257736924418,31018,3783128,42675,37129,10967,"['everyone:', ""it's how there is a line of people and they side eye her"", 'my social anxiety would never-', 'the people:', ""they don't look impressed"", 'imagine waiting for your bag and you see this', 'i just wanted to take my luggage...', 'I like how all the people looked and was embarrassed by default', 'bro how do you get the confidence to do than my anxiety is so high eight now', 'The people in the background be like:']"
78,7230250608354266410,10191,1322842,49135,101415,5875,"['what a sad one', 'my beshie is wrinkled', 'Girl is better than me', 'batmalungkong Angbeshyko', 'eh eh eh', 'Back flip!!', '@time to leave kerenn', 'o my good', 'wow', 'Lol!!!']"
79,7247263490082229546,2999,79913,13715,10035,13004,"['pls', 'J please', 'Pls do D', 'L pls', 'i plsssss', 'I made one about sam and colby but still no veiws:(', 'P.please', 'Z please!', 'can you J please', 'Plsss A']"
80,7249594934125235498,464,125111,9362,15934,6000,"['Its the HELL NO reaction for me', 'Run Babe Run', ""You mean Feathered Dragon!? I run like that everytime I'm around chickens  Little legs and all!"", 'What is you ?', 'he is smart', 'Adorable', 'ahh too cute', 'dinosaurs are scary', '. farm boy... great', 'He said gtg']"
81,7250184128430214443,308,90605,2128,501,60331,"['wow', ""bro thinks I'm the factory\njust buy a $4 case"", 'Hahahahahauua so funny I love this iPhone!!!you should sell it and I will buy it!', 'part 2?', 'That stuff is more expensive than the actual iPhone itself. If h have that much money just get a new one(joke)', 'I thought she was going to break the phone', 'Just buy a phone case.', 'Home made iPhone 14 for the middle child', 'Glue looked like smth else', 'at first I thought I was going to break it']"
82,7250524515266989314,2173,253824,997,22809,9067,"['can you drive it?', 'why is that car so cute', 'it looks fun', 'It looks real', 'do a drive clip', 'Song?']"
83,7244573316701375786,3899,1048988,289035,112067,22383,"[""I did it and it just fell, it didn't come back to my hand like in the video hahaha xd"", 'her hands...', 'oh aha, and how do I return the video to real life', ""uhmmmm....\nsomething is wrong mine went like the lost submersible went down but didn't come up"", 'that cool good', ""let's put it to the test"", 'thanks for tutorial', 'And the measurements?', 'i did test it. and if it works', 'I just made it now, of course I was naive thinking it would go up']"
84,7244106289666755886,371,114748,3022,14113,5875,"['It always wins', 'bruhhh', 'random things', 'I did he even try rock', '@_witusss_ XDDDD', 'genius', '@I.LOVE..BOOKS. ambitiously', 'But then the stone will pop out (XD)', ""I'd like to give a kiss""]"
85,7235523846617566506,32030,3871369,109281,730118,60975,"['Apple Fritter', 'omg this is hilarious', 'egypt too, right?', 'bro said im rrrrich', 'Help u made me split my water bc of water but I cant drink', ""I would just admit that I don't know, and therefore can't name 5 countries in Africa, just be honest people!!!"", 'You killing me bro \nJust your voice and your face are awesome', 'ooo boii here we gooo', ""it's its own thing"", 'My favourite country is Pandora']"
86,7226941360962669830,78190,5734671,4667,515133,59034,"['Thank you so much, I needed this today Ive been feeling down lately but your words helped me', 'HER', 'thank you!', 'Had the worst year of my life and battled so hard to get to this point a year on. My mental health has taken a beating, I needed this.', 'Proud of you', 'Thanks g', 'thanks bro.', 'Think you', '2 months clean', 'Thanks!!']"
87,7247387079301369134,4356,2097905,24739,208375,5316,"['its the ages', 'cute !!!! [happy] [smile]', 'meep', 'wow', '@camillee literally you', 'You found a korok', '@@balzieek cuteee', '@Kris HC adorable', '@liyyzi_ LOOK', 'aww']"
88,7252189812411665707,205,87538,8201,770,8242,"['cute', '@ighkg', 'thk bn ng ng tin bt go', '@Z HIEUTHUHAI v Ng kin huy c g ....', 'Thy Kiu l ch, I l Thy Vn.', 'I was running after him, and I got in the way of the other one :)', 'beautiful rt', 'c t']"
89,7250138504146046235,1646,2078921,3408,2520,20920,"[""@jvhsnsjxvejsh that's what I'm thinking about puzzles too"", 'nice', 'I was hear last week', 'bro is the italian roomare', 'hardwork', 'I relate to this beyond matters man', 'very good', 'ty for telling the truth', 'cup', 'Thats the old clock lol']"
90,7239911663116242218,255,61932,13567,4885,5875,"['kkkkkk', 'kkkkkk', '@hey', '@insta:016_ruan_ oh my ...', 'hahahaha', 'erouuuu']"
91,7232796005945593134,418,63082,1,1368,22367,"['Girl I aint have no money for that', 'Awww I remember when she was a little newbornnnn', 'bookie like me ion got no money for that', 'Shes funny', 'She got so biggg omg', 'shes so cute', 'i love them', 'She a mini Wanda Sykes', 'Awww that is your twin', 'bro she look like that lil girl stevie']"
92,7228458785449463086,1550,120575,2068,1352,10169,"['aww', ""I'm so sooooooo sorry  now you going to mack me cry"", ""I'm so sorry"", 'sad', 'Awwwwwwww', 'Awwww', 'HI', 'Aww bless u  x rip', 'awww sad x', 'I sorry']"
93,7250075372618845482,4719,743581,805,15339,107534,"['i like this', 'good idea', 'I love this so much', 'Imagine having to climb on your bed to get your clothes Id never make it anywhere  bed be calling me back in it', 'Game name pls', 'give me money for that', 'What if we dont have a tiger', 'name game', 'no one gonna talk about their clothes in 2nd floor?', 'for 5']"
94,7236065749104594218,281,43174,1,6675,41100,"['there is more then 3 people living in Thurmond', '4 1/4 hour drive from my house to there', 'Sidebysides have license and insurance?', 'Back in the 60s, they had a Jr. High here. I played their team in basketball  I played for Mt. Hope', 'Have you done one of these on Bramwell?', 'The bank looks like the one in Welch WV', '41 minutes away and I might finally get to go.', 'I believe they made a movie here', 'Love Thurmond', 'Oh Ive been there is was so cool!!!']"
