,target,tweet_text
780085,0,@tysonritteraar poor guy  I'm sorry. Hopefully you start feeling better asap.
780086,0,on a balcony in summer air 
780087,0,I hate clowns 
780088,0,My blows are weak 
780089,0,"@HOUSEOFBIAS  Damn, I want it!!  Why must it be so far away?  "
780090,0,"@saraahjay alright, sweet. yeah i have work almost every single day cause transformers  i'm gonna die cause i hate working at the movies."
780091,0,Does this mean no RapeLay?    http://www.hurl.ws/3rkf
780092,0,feels so damn unpretty   i can't believe i'm trippin
780093,0,danm I'm awake at 2:52 a.m. Might stay up for about 2hours more *hint* I can t go to sleep 
780094,0,I wanted Yari to go farther on I Survived a Jap gameshow! 
780095,0,@evoman91 one guess. I'm stupid for thinking it could happen. But i can't believe i didn't see it. 
780096,0,i still cant get over you. but you did 
780097,0,Just woke up and i need to be ready to leave at 8:20 :/. Im so hungry it actually hurts 
780098,0,absolutely forgot i have work at 10 am! this is gonna be rough. 
780099,0,"@jackieaugustus hahahaha omg, i can't believe grace's dad died on secretlife.  so tragic."
780100,0,"Shuttle Launch scheduled for the week we're in Orlando = scrubbed.   bummer, probably my only chance to see a live shuttle launch."
780101,0,I want my baby to feel better as soon as possiblee. 
780102,0,"trying to make the pluses from the minuses, i need to get out of this debt, before they cut our power off "
780103,0,headed home... the end of an era 
780104,0,@Bringo if they'd release a 48GX I could finally replace the one that got stolen from work at Shell. 
780105,0,"Just now getting home from work, time for bed and then up early for work again...ugh "
780106,0,@PixieVonDust Oh noes! I'd no idea you were there too.  Ah he was fantastic!
780107,0,Brock Lesnar 129 kg muscles  Ouch
780108,0,is overwhelmed. Magaayos nanaman ako ng files for yearbook. ang bilis.  http://plurk.com/p/13rw73
780109,0,"I knew it, he decided not to come.  Why is it we can go and see him, but he come and see us?"
780110,0,@jesssicababesss i know! can you definitely not come? 
780111,0,Not even the other side of the pillow is cool in this hot weather. 
780112,0,Thighs and feet are killin  Shaybaby ily! You were so like my girlfriend for the day aha. Goodnight to a fun day and to all you tweeties(:
780113,0,"@aceitnoequal I don't know what it is either, these females are so caught up in the game they are lost. I pitty these fools. "
780114,0,@sangitashres it's raining there?? it's not raining here 
780115,0,ughh. Sick again! 
780116,0,obviously nathan  telll me
780117,0,Scary. Someone just tried to walk in my house @2am! Thank god Cash's cage is nxt to the door &amp; his barking woke me up! T is 40 mins away 
780118,0,so i cant sleep bummer 
780119,0,Last morning helping at Isobel Mair *sniffs* 
780120,0,@iSpyLevis can't tomorrow... Myself and @hauntingxealot leave town early morning 
780121,0,really2 want to sleep 
780122,0,@joolyaah I burned my cupcakes  I thought the timer on the oven will shut off the gas
780123,0,Feels rank again 
780124,0,@boombaybay &amp;&amp; @bellatwinsnet - i miss youu twoooo! 
780125,0,went down to cd store to get new regina album - only to find out it comes out tomorrow. 
780126,0,"@Keels_90 thanksss. ive got my 'depressed look' on my face and im moping around the house, ive stooped that low  shame on me."
780127,0,Dead stop on the 55s freeway. Accidents 
780128,0,i have no idea why my back i so painful. 
780129,0,Is feeling the burn from the intense workout!!!! ugh 
780130,0,Just had the phonecall to say that the last of my grandparents died this morning at 5:40am.  William Henry Bate - 1908-2009 
780131,0,"nothing, only wait, because i must go to an doctor "
780132,0,@kristastic I'm itching everywhere because of it. 
780133,0,@haileybright Nice!  Im ready for Diablo 3!  Many years ago I played it for a month..     #nerd
780134,0,@whats_up_jeremy WHAT???? U DIDNT TELL ME THAT  im sorry lil bro :[
780135,0,@xo_nathalieee aww  na-na  
780136,0,is still doing homework. 
780137,0,Ahhh...out of work 10 min early  with a headache 
780138,0,is hearing Farrah Fawcett is NOT doing well.......so sad. we may be losing one of our angels real soon 
780139,0,Out of dinero and stuck at the casino 
780140,0,watching ghosthunters. reading late night tweets. i want some company 
780141,0,I'd go to that party tomorrow if I knew HE (as @solangeknowles says lol) was going to be there but sadly HE is a world away 
780142,0,Oh yay  heat advisory extended to Friday. Yuck. http://plurk.com/p/13rwhr
780143,0,"@anyasinta : anya,hmm~i think that hyukkie is the most kind  haha~he reply my message and the others not "
780144,0,@anafree its not a free world atm unfortunately ana  but night anyway! :p
780145,0,@meetmeatmikes cool! i missed it 
780146,0,I can't sleep...that damn nap screwed me up! 
780147,0,"@notes1980 Wanted to see your singing, but your YouTube link says &quot;videos disabled by user&quot; "
780148,0,Remember ... &quot;tis' better to have MVP'd then not than never to have MVP'd at all&quot; ... Probably still sucks to loose one though. 
780149,0,@MNewYork I didn't get one  why am I actually excited for this drake game smh @me
780150,0,i was so stupid for letting you go 
780151,0,My purse broke 
780152,0,@WheatysGirl for some reason I cant access the story section on TWILIGHTED.NET. weird 
780153,0,"@shannnn0n I hate dreams. I always think they are real, and then when I wake up and realize they weren't I get pissed or depressed. "
780154,0,@sharlr no! I have to confess that I haven't!  What am I missing?
780155,0,just got handed a basketful of lemons....  
780156,0,Sleep hates me. Watching &quot;Atonement&quot; - which is awesome. But I should eventually pass out. Have an appt in the AM though - that sucks 
780157,0,some bitch split beer on my Air Force 1's. she didn't even care 
780158,0,@stoutard LOL. Just phoned to book Faldo and it is closed for maintenance on Sunday 
780159,0,"Wow, packing is really making me depressed..... "
780160,0,"They just couldn't wait.. Blah, don't feel well. Going to bed "
780161,0,REALLY tired 
780162,0,WHAT! i just lost 3 followers 
780163,0,@ work where else 
780164,0,Doing maths tuition work now.  dont think i'll finish. - http://tweet.sg
780165,0,where are all the twitterers from iran? 
780166,0,so shattered i didnt get tix to epic take 40 short stack live lounge 
780167,0,@epyon307 @vkidd152 @natemahoney8 are u guys rly having movie night without me? 
780168,0,am i ugly??i can't choose what will be my primary photo..gosh!! 
780169,0,"tell me why I'm craving, and making a grilled cheese. Why am I on this crap so much? Right cause I'm sick and have nothing better to do "
780170,0,Back to the hospital again..  pray for my mom please.
780171,0,"Staying the night at my parents house, by myself "
780172,0,@ohsobentley noooooooooooooo dont leave me  lol. west coast is just as bad. prices and traffic wise
780173,0,needs sleep but unfortunately has a 3pm self-imposed deadline...OH CRAP ITS 2.55!!! HELP HELP HELP 
780174,0,@NiveousBird sexy tops?! WHY DID YOU NOT TELL ME SOONER?! 
780175,0,"nan coming over today, but my brother s still off school "
780176,0,wht the fuck just happened D: oh my god...i need someone to help me through this shit  right now.
780177,0,Had back pain again last night.  Couldn't move.    Better after good night's sleep on new mattress but not putting up with this!
780178,0,"Its too bloody early to up esp when I am on holidays, so tired cant sleep with this sunburn "
780179,0,@misskellygray I TRIED!!! You were chatting up some dudes!! I'm sorry!!!  don't hate me!!
780180,0,@alyssheart you giving up already? This fedex guy is going to be lonely. 
780181,0,"Grand Chase - killed the boss like 25 times, only got 3 of the 4 quest items I need.   Going to check out GhostX then go to bed."
780182,0,Work time  10 hours sad sad!
780183,0,My Back Hurtssssssssss Eeeeeekkk   Massage ???  -_-
780184,0,"Morning,  diddn't want to wake up this morning. Just want the weekend to come QUICK! Lets hope its better than last."
780185,0,"My ulcer is making me like, having bruise all over my face.   Nose nose, ulcer ulcer, recover soon and fly to other people..."
780186,0,@edjakyl i'm sorry.  what's up?
780187,0,@gahustle I tried your suggestion...now my AIM &amp; BBM is frozen...i'mma just take it to T Mobile 2mrw 
780188,0,So sad. I don't see @BobbyLongNews coming to DC anymore. Where'd that date go?  How did I miss this? *feels stupid*
780189,0,ughh!! just when you thought you caught up. your backup camera dies on you  looking for a used 40D or 30D
780190,0,@kristarella TweetDeck cut off the end of my tweet  ... I think =S
780191,0,riding in cars with boys... my pinched nerve is killing me 
780192,0,it's raining.. 
780193,0,Pushing Daisies was SO GOOD. I'm devastated now that it's over 
780194,0,wow everyone is talking about the transformers 2 . i cant fall asleep 
780195,0,"Soar throat, headache...summer cold is here. "
780196,0,"I'ma be wearing a red shirt and khakis starting Tuesday, full-time fit. "
780197,0,very quite and silent here at work 
780198,0,My TweetDeck keeps crashing 
780199,0,I think ill give him another chance.. But not right now like noow im confused.. 
780200,0,"Pulled my calf playing squash last night, on the train to work cos i can't ride my bike "
780201,0,every morning I wake up way before I need to be up! it's starting to get on my nerves 
780202,0,@eastcoast I miss Texas 
780203,0,To love me means you have to fight to prove to me that you love me. Sometimes i just can't tell with you... I miss the old you 
780204,0,G'night world.  Ickest...I hope your doggie comes home....  
780205,0,My Back Hurtssssssssss Soooo Badddly Eeeeeekkk  Massage ??? -_-
780206,0,@CristalBubblin guess i'll find someone willing to do it for &quot;free&quot;... haven't had that in months... 
780207,0,decided to stop breastfeeding. now going thru crazy hormone-induced depression/guilt/mood swings. nobody told me about this part. 
780208,0,i just got yelled at and called rude for not waving to a girl that said hey downtown. i guess i really am an asshole 
780209,0,"Morning all, we're in for another sunny day, yeah!! Still having to work though "
780210,0,@outlawdiva I have rehearsaL 
780211,0,"Its too bloody early to be up esp when I am on holidays, so tired cant sleep with this sunburn "
780212,0,@damarisens That sucks  Hulu maybe? Some house?
780213,0,Transformers 2 was soldout today for the 12.10 session so i couldn't go  daaaang it
780214,0,I mish my Lubby real badsh. 
780215,0,damn them they eliminated john!!!! 
780216,0,Today I am gonna turn in my books for school eventough I can pick them up again at the end of the summer to do the whole year over 
780217,0,@foulkez ha you totally should be....:] and im really jealous Brandon got to hear you sing and i didnt 
780218,0,My Back Hurtssssssssss SoOoo Baddd :[ Eeeeeekkk  Massage ??? -_-
780219,0,Guys are gross 
780220,0,is anyone going to the 789 gathering?? I wanna go soo badly 
780221,0,woo! finally got in and registered for classes. one more stressful day of registering left 
780222,0,"we've bickered to each other, again "
780223,0,@IsaChandra sorry - I was too distracted by Fizzle to notice. 
780224,0,it's all gone. it's all gone! 
780225,0,has call waiting music stuck in my head 
780226,0,feelin a little down this morning... Need cheering up 
780227,0,3 in the morning im off to bed now...nuit blanche is done 
780228,0,G'night world. @ickest I hope your doggie comes home.... 
780229,0,"Thank-you, nameless person, for making me realize my life is made of fail. "
780230,0,"yum, that was soo so good... i wish I had another one... there was only one left and i ate it but... but i want another one "
780231,0,Good start to the day - feeling grotty and the water pressure is low at home (burst water main) so no long refreshing shower - great 
780232,0,i cant sleep 
780233,0,@Simply_MzCriz24 Turn that frown  upside down 
780234,0,"@stafooangela Yay! Awesome! And no, haven't heard anything back "
780235,0,to scared to contact koukei about a shoot... not good enough for a shoot with him 
780236,0,"@honorsociety I was so excited to see you guys in Nampa, Idaho on friday. What happened?? "
780237,0,Last day in scool for this schoolyear. I'm really gonna miss all of my friends 
780238,0,@Stephanieee55 I know 
780239,0,@latinprince Wow that sucked poor Dahlia 
780240,0,had a weird late night craving for a lunchable and now I feel sick. 
780241,0,The last tweet of my 20's  I am starting to get why people freak out!
780242,0,@ltsung i posted my question on the dev blog. they said they only support 2 axis in the next release  but found an alternative
780243,0,have a cold  deciding whether or not to go on the trip today
780244,0,"i can't walk properly  my calves are swollen, and just noticed one is bigger than the other! i have an elephant stump calf!"
780245,0,I wish i had a pretty nail polish colour 
780246,0,"Well, looks like I'm going to be 30 minutes later than I wanted "
780247,0,"In a hospital, vomitted three times this morning. My stomach's empty as I haven't eaten all day.  Feel very weak right now....."
780248,0,I just saw something that can't be unseen 
780249,0,@guillermop very cool cant wait to see it... we are still waiting for itunes for tweetphoto  iphone app.  
780250,0,"Damn, u den just threw me away!!!!! "
780251,0,"Fuck. The embassy is closed, with no notification. Ran out in a cab for nothing.  - http://tweet.sg"
780252,0,How can ine small child's nose get through 6 packs of tissues in one day??? And now the bugger's finally given it to me 
780253,0,hmmm.Why am I always up way to late/early however you want to look at it?I am getting sick of it  Well I am gonna try to get some shut eye
780254,0,is boreddd  1st week of summer is almost gone..sigh
780255,0,i luv miley cyrus can i have ur numberi have like no friends an ur like my only imagine friend i wish i could have meet u but..... 
780256,0,Sold my 10 year old kinetic. Sad to see it go 
780257,0,"@lynne08_ AHH! YEa, this isn't so cool at all. "
780258,0,is frustrated with life!  it's sad when u have the best job in the world and dread going to work in the morning. What is wrong with me?! 
780259,0,"@theroser What happened?? Why arent you guys coming to Nampa, Idaho anymore. I was sooo looking forward to seeing you guys "
780260,0,"About to head out to bristol with my dad, eurgh. Looking forward to the open day, it's just my dad "
780261,0,"looks like the whole #iran and #iranelection trending is starting to die down, unfortunately "
780262,0,"@eliajullienne @ImHollyScott @PhoebeBelmonte I just want to say....this girl is NEVER gonna B an Anderson...  break-up season, huh, Hols?"
780263,0,upp ; i can't sleeep smh  o wells sign my sonqq
780264,0,Why in the world are tricksters thriving happily ... from one victim to another ... I was conned!  
780265,0,I still didn't get to see Transformers thou...  tomorrow hopefully
780266,0,its.. borin..  ..
780267,0,is farked annoyed again. Not even Sawyer or SRK can help 
780268,0,"is in bed, hopefully sleep soon, my insomnia has been so bad the past 3 days  ughh"
780269,0,omg i hope someone sees this and picks up my phone in the morning.   im gonna have to go home now so i wont even know if anyone did it :/
780270,0,no.. not allergies.. had a sinus infection  glad i caught it early
780271,0,Went to kamps.... and I REALLY miss Cameron. dammit! 
780272,0,I just watched the worst Halloween episode of The Simpsons! 
780273,0,:-o Where the sun gone?  Can tell today is going to be crap!
780274,0,Leaving for work now. Still sleeeeeepy 
780275,0,@Harishk not fine 
780276,0,I could kick my ass for going to school i should have skipt school like all the others  now I'm sad because the sun is shining so bright
780277,0,@webis_mobile weird sync bugs sound right up my ally . I've got one that I can't reproduce but it happens to real data constantly 
780278,0,"@DJ_JonB yeah I opened the window.  hey! that ice cream beat, HE GOT YOU! that definitely sounds like ur beat."
780279,0,@Hey_Bawheed oh that's just mean! I kept thinking they were solar ones is all 
780280,0,"I'm in the dentist waiting room this is going to be brutal, like a scene from a horror film. Blood up the walls "
780281,0,....SO SAD CUZ I MISS THE AMC THEATER @ DOWNTOWN DISNEY...  MY DAYS OF MOVIE HOPPIN R OVER....
780282,0,@greenappleshake BABAE!!! I misssss youuuuuuu! 
780283,0,likes cigarettes.  I should quit.
780284,0,@shinpuren I guess so... Need to apply in person. Tokyo's a loooong way from Shimane though 
780285,0,glastonbury music festival @jtimberlake i missed out 
780286,0,@Unibaby1984 OMG  hahaha. I'm gonna dm you my new pin!
780287,0,is barely awake 
780288,0,"Home, tired ass hell but can't seem to go to sleep. Ugh Got alot on my mind and missing my baby "
780289,0,i want to go home.. 
780290,0,@JuanERR :o my bad i forgot. Damn i forgot a lot of things 
780291,0,@pqrshanth yeah .. i watched it 1.5 years back for the first time...  want to watch it again now .. searching for the dvd 
780292,0,@ChrisGedrim I have the tiredest eyes in the world 
780293,0,"http://is.gd/1cNe6 I lou this gaadi.. someone gift me one pleeeeaaase  puppy eyes, tail wagging "
780294,0,I hate not driving places and getting...stuck. 
780295,0,sleep deprivation is making me stress about english 
780296,0,@hCxPiXie away for longer?? sucks when that happens. 
780297,0,In the er with toni. 
780298,0,@chanc Thanks! I'm happy to pay outright. If only the Telstra iPhone plans weren't so terrible. 
780299,0,@TheEllenShow missed this episode  I wonder why all the episode shown for the past 2 weeks now in our local channel is replay already.
780300,0,I wonder what happened to @MegMar07 ? 
780301,0,Im losing much needed sleep bcuz baby kailen decides to wake up @ 2am 
780302,0,I want to see Transformers 2 so badly  waaaaaa
780303,0,gah i feel like crap =S don't come please cold don't come 
780304,0,I'm I'll!  sick day in bed for me 
780305,0,Back in work hmmmmmmmmmmm  rubbish rubbish rubbish!!
780306,0,"they say hard work pays off, but i havent seen the fruits of my labor yet. they say patience is a virtue, all that got me is a blown face "
780307,0,getting some coffee in ahead of big day of meeetings from 8.30 til 6 . Eeeek 
780308,0,@fellintopieces im sorry  next time??
780309,0,is it just me? ....or it getting damn cold again? 
780310,0,"@southoffebruary Aww, opportunity lost  lol"
780311,0,Emerge back out to the world after 2 days off talking to the great white polo 
780312,0,morning off to skool headteacher in 2 of our lesson im not trusted 
780313,0,"i want mr wilson back  my mum thinks @Georgecraigono looks like kris off bb, lmao. somehow i don't see it"
780314,0,"@Kyleetothe Yeah, all my little cousins ate it. "
780315,0,man i wish i was in super bad... 
780316,0,"@Reflexao Ooommmggg...! The AC movie has Apollo in it, my favorite AC character! Kevin stole him from my town in the DS game "
780317,0,I just found out what I'm thinking about... Or what I think I found idk... Once again I'm lost 
780318,0,@aprismyth no you don't and my hair is disgusting 
780319,0,I want to sleep but stupid dryer didn't dry my clothers 
780320,0,back @work...   - Endspurt ins Wochenende!
780321,0,"is wfh today, Mims still not well "
780322,0,doing homework   BLEH 
780323,0,@THE_REAL_SHAQ Say it ain't so Shaq!  Y-you promised me a ring...   
780324,0,@willtompsett Hey Will... aw shame is your little guy still so sick? I'm so sorry to hear that.  *hugs* And you too now? Oh dear...
780325,0,Feels like I have an ear infection....owwwwy 
780326,0,lesson will NOT end early as what the faci say................... 
780327,0,"@sakbaboy I am on it, I have to fly back to Q8 today though "
780328,0,@JenniPowell page not found. 
780329,0,@hannahnicklin I find it impossible to sleep past 8am. Sitting at train station now... 
780330,0,ayla's away to san anton 
780331,0,I would like to have a vacation... but I don't ever get any time off. 
780332,0,I just want a guy that'll treat me nice.  where are all those guys?
780333,0,@camerontdf @ericjtdf @davidptdf You guys have no idea how much @alexjonasojd &amp; I reminisce about May 6th like every week. We miss you&lt;3 
780334,0,and the Fallout 3 Patch to Version 1.6 ist out too ... and in combination with Broken Steel it still crashed when exiting the game 
780335,0,"@BillHarper sorry Bill, didn't anyone tell you? that's an MIL requirement- it's written in the constitution. "
780336,0,@smileshutter Me too  I'll go check it out 
780337,0,"End result even worse. 13 LOB. 1-15 RISP. I hate you, #cubs. "
780338,0,"@PanNORA no love 4 larry &quot;the leg&quot; craig? (via @peoplegogy) he broke my heart,  sadly I'm not his type "
780339,0,is off to bed! Gotta get up early (6 am) to drop off kendra! 
780340,0,Eating more salad.  I am going to treat myself to a couple of egg rolls and rice in a few though!
780341,0,heartbroken and tired...i hope the iranians do not suffer in vain. my heart hurts for my people  #iran #iranelection
780342,0,Its so sad that my cat doesn't fight me when I have to give her her inhaler...she knows it makes her better 
780343,0,The first day of the holidays and I bored me already  &lt;33
780344,0,"@AshleyNiles  I'm sorry, sucks"
780345,0,"work ipod, work.  "
780346,0,"@paranaaaahh YES, shia is HOTT&lt;3 hahaha. &amp; dude i know right! we need more kevin love "
780347,0,got the 3th call in two hours  no breakfast until now
780348,0,@djmarkknight mark! i wont be seeing you tomorrow at spybar 
780349,0,Still melting. Ice cubes on my face. Will never sleep 
780350,0,"One margaritta is my limit after a long day at work. Two is already pushing it, sadly "
780351,0,yeah! man !Ah ah ah! Humming and beatbox at the same time is so hard 
780352,0,@thisised Well Ed Tonight They Left U Hangin Bro 
780353,0,I'm sick of not being able to sleep at night 
780354,0,@mtwstudios three of us accidently went back to the same place in IL3 and waited forevers 
780355,0,Aw i lost followers! boo  any hoo morning all hows everyones thursdsay going for them?
780356,0,Our school show was awesome sucks its over now 
780357,0,@azza_turbo I am lost. Please help me find a good home. 
780358,0,@AK618 BLAH maybe he recognized me and he's still mad for asking him to sign after that last game. or something. I can't see his pics. 
780359,0,Oh how I miss those days... Would do anything to have them back. Unfortunately people change!!! 
780360,0,"@TheEllenShow I miss watching you ellen ( since the start of school last June 8  super busy with my kids, household chores, office work"
780361,0,@Kettums maybe? maybe not? i totally just replied to myself.  hahaha
780362,0,@TynzBoomPow HAHA! Come over now!  I can eat luh 
780363,0,@DoctorJack i knows  i fail. when i get behind it's so hard to pick back up because I just have *that* much more to say.
780364,0,@MiseryLuvsMe no 
780365,0,why doesnt @que_day26 get on twitter anymore 
780366,0,in orange county 
780367,0,I just can't get up from this bed . 
780368,0,Thinking about 140char poems and something to swap up for #tweetcamp this weekend but drawing blanks  You others doing any better?
780369,0,@MarielMendoza i want some 
780370,0,"@nhv09 Damn, Everyone on that Transformer shit, I wanna see it soo bad  Dont have time to go to the movies"
780371,0,"Maaaan, driving a bus in D'dorf must be really fun, just hit the pedal fully then step on the break as hell. Watch my coffee spill "
780372,0,The first day of the holidays and I bored me already 
780373,0,today was SUPER FUN. i liked how everyone soaked ME. -__- i got injured badly.. hello knee scars!  hurts! ill toughen it out.
780374,0,This damn cough &amp; flu better go away tomorrow!!!! I don't wanna b sick in hell!! (100 degree weather) 
780375,0,bad weather - bad mood! 
780376,0,Public Enemies kayaknya kok gak maen on time ya di sini huks  can't hardly wait for it!!!!!!!
780377,0,Eyyy i'm hungry  Oh it's okay. I can call '1300882525'. Hahahaha lol 
780378,0,I have mad water in my ears... but I kinda wanna go swimming some more 
780379,0,Ah. Feck. Washing mashine broken. 
780380,0,@PanNORA I never had that problem before but lately it's been happening 2 me too and I can't standing. I can't function w/out sleep 
780381,0,"@connievstack no not yet  they were supposed to be coming back  , like ther were rumours a few months back, but now its all gon e quiet ?"
780382,0,Ten sports seems to have bagged the rights for CL for next 3 seasons  Bad for us. 
780383,0,"Podcast about Yuni's injury - http://tinyurl.com/mkummz. It's my fist podcast, so bear with me "
780384,0,didn't scream cuz my neighbors would've thought I was getting attacked I think. Now it's black &amp; blu and hurts soooo much more! OUCH 
780385,0,ok...getting off this thing...hope i am not getting full blown sick....again    need chicken soup!!!
780386,0,Left big toe ist much bigger than the other one 
780387,0,hello...just finish uploading video on youtube...btw youtube permanently disabled my old account... 
780388,0,@meyuy oh yes im bloody alone here. hate it! specially when im wearing this mini dress. Huh 
780389,0,PLEASE help - dire situation  http://u.mavrev.com/e0km
780390,0,is #Transformers 2 any good? I have Strep throat and can't go see it 
780391,0,"My stomach is killing me! seriously, feel like I ate something bad "
780392,0,http://yfrog.com/3xzxqj I'm missing mine while he's away for work stuff...it sucks sleeping in an empty bed 
780393,0,Pyrex mixing bowl shattered at the bottom = No more baking cookies for a while. Saddest day of my life. 
780394,0,"@elvenkayt: I tried to watch the Zombie dance thing, and it's been removed due to copyright  Stupid youtube."
